newStory*************************************
newScene*************************************

22	دريايي	N	MOZ	21	دريا§n-16409	جا§n-12733	location	||| LOCATION 
23	رسيد	V	PRD	19	null	رخداد§n-13136	role_action	||| JUNK 
24	،	PUNC	PUNC	18	null	null	junk	||| JUNK 

1	سوار	ADJ	MOS	4	سوار§n-14163	مشخصه§n-12756	role_intent	Arg2 ||| NO 
2	يک	NUM	NPREMOD	3	null	null	junk	||| JUNK 
3	کشتي	N	NEZ	1	کشتي§n-12864	شيء§n-12703	static_object	Arg1 ||| STATIC_OBJECT 
4	شد	V	ROOT	0	null	رخداد§n-13136	role_action	||| JUNK 
5	که	SUBR	NCL	3	null	null	junk	||| JUNK 
6	پر‌از	ADJ	NPREMOD	7	null	null	no	||| JUNK 
7	بار	N	MOS	10	null	null	junk	Arg2 ||| JUNK 
8	و	CONJ	NCONJ	7	null	null	junk	||| JUNK 
9	مسافر	N	NCONJ	7	مسافر§n-11953	نفر§n-13075	role	||| ROLE 
10	بود	V	PRD	5	null	null	junk	||| JUNK 
11	.	PUNC	PUNC	4	null	null	junk	||| JUNK 
roles= 
	[مسافر§n-11953= مسافر role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]]
dynamic_objs= 
static_objs= [کشتي=  کشتي§n-12864 object_states=  []]
location= null
alternativeLocations= [[دريا§n-16409=  دريايي]]
time= null
alternativeTimes= []
scene_goals= []
scene_emotions= []]

roal_action= [null=  رفت, null=  رسيد, null=  شد]
roal_states= []
roal_intetns= [سوار§n-14163=  سوار]
roal_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene*************************************

1	کشتي	N	SBJ	4	کشتي§n-12864	شيء§n-12703	static_object	Arg1 ||| STATIC_OBJECT 
2	در‌ميانه	PREP	MOS	4	null	null	no	Arg2 ||| JUNK 
3	راه	N	POSDEP	2	null	null	junk	||| JUNK 
4	بود	V	ROOT	0	null	null	junk	||| JUNK 
5	که	SUBR	AJUCL	4	null	null	junk	ArgM_TMP ||| JUNK 
6	ناگهان	ADV	ADVRB	12	null	null	junk	ArgM_ADV ||| JUNK 
7	ماهي	N	SBJ	12	ماهي§n-12744	جانور§n-12239	dynamic_object	Arg0 Arg0 Arg0 ||| DYNAMIC_OBJECT DYNAMIC_OBJECT DYNAMIC_OBJECT 
8	بزرگي	ADJ	NPOSTMOD	7	بزرگ§a-384	مشخصه§n-12756	dynamic_object_state	||| NO 
9	جلوي	PREP	OBJ	12	جلو§n-13563	جا§n-12733	no	Arg1 ||| LOCATION 
10	ش	PR	POSDEP	9	کشتي§n-12864	شيء§n-12703	static_object	||| STATIC_OBJECT 
11	را	POSTP	OBJ	12	null	null	junk	Arg1 ||| JUNK 
12	گرفت	V	PREDEP	13	null	null	junk	||| JUNK 
13	و	CONJ	VCONJ	18	null	null	junk	||| JUNK 
14	دهان	N	OBJ	18	حفره دهان§n-11272	شيء§n-12703	static_object	Arg1 ||| STATIC_OBJECT 
15	خود	PR	MOZ	14	null	null	junk	||| JUNK 
16	را	POSTP	OBJ	18	null	null	junk	Arg1 ||| JUNK 
17	باز	ADJ	MOS	18	null	null	junk	Arg2 ||| JUNK 
18	کرد	V	PREDEP	19	null	null	junk	||| JUNK 
19	و	CONJ	VCONJ	22	null	null	junk	||| JUNK 
20	طلب	N	NVE	22	طلب§n-19500	رخداد§n-13136	no	||| ROLE_INTENT 
21	غذا	N	MOZ	20	غذا§n-12714	null	static_object	Arg1 ||| ROLE 
22	نمود	V	PRD	5	طلب کردن§v-8491	رخداد§n-13136	dynamic_object_action	||| ROLE_ACTION 
23	.	PUNC	PUNC	4	null	null	junk	||| JUNK 
roles= ]
dynamic_objs= [ماهي=  ماهي§n-12744 object_actions=  [] object_states=  []]
static_objs= [کشتي=  کشتي§n-12864 object_states=  []][ش=  کشتي§n-12864 object_states=  []][دهان=  حفره دهان§n-11272 object_states=  []][غذا=  غذا§n-12714 object_states=  []]
location= null
alternativeLocations= []
time= null
alternativeTimes= []
scene_goals= []
scene_emotions= []]

roal_action= []
roal_states= []
roal_intetns= []
roal_emotions= []
dynamic_object_actions= [طلب کردن§v-8491=  نمود]
dynamic_object_states= [بزرگ§a-384=  بزرگي]
static_object_states= []

newScene*************************************

1	هر	ADJ	NPREMOD	2	null	null	junk	||| JUNK 
2	بار	N	ADVRB	7	null	null	junk	ArgM_TMP ||| JUNK 
3	قرعه	N	SBJ	7	قرعه§n-23516	null	no	Arg1 ||| ROLE 
4	به	PREP	VPP	7	null	null	junk	Arg3 ||| JUNK 
5	نام	N	POSDEP	4	null	null	junk	||| JUNK 
6	يونس	N	MOZ	5	يونس§n-23943	نفر§n-13075	role	||| ROLE 
7	درآمد	V	ROOT	0	null	null	no	||| JUNK 
roles= 
	[يونس§n-23943= يونس role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]]
dynamic_objs= 
static_objs= 
location= null
alternativeLocations= []
time= null
alternativeTimes= []
scene_goals= []
scene_emotions= []]

roal_action= []
roal_states= []
roal_intetns= []
roal_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene*************************************

8	درنتيجه	SUBR	AJUCL	7	null	null	no	ArgM_CAU ArgM_DIS ||| NO NO 
9	او	PR	PREDEP	10	null	null	junk	||| JUNK 
10	را	POSTP	OBJ	14	null	null	junk	Arg1 ||| JUNK 
11	در	PREP	VPP	14	null	null	junk	Arg3 ||| JUNK 
12	درون	N	POSDEP	11	null	null	junk	||| JUNK 
13	دريا	N	MOZ	12	دريا§n-16409	جا§n-12733	location	||| LOCATION 
14	انداخته	V	VCONJ	21	انداختن§v-7928	رخداد§n-13136	role_action	||| ROLE_ACTION 
15	و	CONJ	VCONJ	21	null	null	junk	||| JUNK 
16	ماهي	N	SBJ	21	ماهي§n-12744	جانور§n-12239	dynamic_object	Arg0 Arg0 ||| DYNAMIC_OBJECT DYNAMIC_OBJECT 
17	نيز	ADV	ADVRB	21	null	null	junk	ArgM_ADV ||| JUNK 
18	فوري	ADV	ADVRB	21	فوري§a-2453	مشخصه§n-12756	no	ArgM_TMP ||| TIME 
19	او	PR	PREDEP	20	null	null	junk	||| JUNK 
20	را	POSTP	OBJ	21	null	null	junk	Arg1 ||| JUNK 
21	بلعيد	V	VCONJ	26	بلعيدن§v-7697	رخداد§n-13136	dynamic_object_action	||| ROLE_ACTION 
22	و	CONJ	VCONJ	26	null	null	junk	||| JUNK 
23	به	PREP	VPP	26	null	null	junk	Arg3 ||| JUNK 
24	اعماق	N	VPP	26	ژرفا§n-11831	جا§n-12733	location	Arg3 ||| LOCATION 
25	آب	N	MOZ	24	پهنه آب§n-13294	ماده§n-14032	static_object	||| STATIC_OBJECT 
26	بازگشت	V	PRD	8	برگشتن§v-8032	رخداد§n-13136	dynamic_object_action	||| NO 
27	.	PUNC	PUNC	7	null	null	junk	||| JUNK 
roles= ]
dynamic_objs= [ماهي=  ماهي§n-12744 object_actions=  [] object_states=  []]
static_objs= [آب=  پهنه آب§n-13294 object_states=  []]
location= null
alternativeLocations= [[دريا§n-16409=  دريا], [ژرفا§n-11831=  اعماق]]
time= null
alternativeTimes= []
scene_goals= []
scene_emotions= []]

roal_action= [انداختن§v-7928=  انداخته]
roal_states= []
roal_intetns= []
roal_emotions= []
dynamic_object_actions= [بلعيدن§v-7697=  بلعيد, برگشتن§v-8032=  بازگشت]
dynamic_object_states= []
static_object_states= []

newScene*************************************

1	خداوند	N	SBJ	5	باري تعالي§n-11940	خصوصيت_رواني§n-12725	role	Arg0 ||| ROLE 
2	به	PREP	NPP	4	null	null	junk	Arg3 ||| JUNK 
3	ماهي	N	NPP	4	ماهي§n-12744	جانور§n-12239	dynamic_object	Arg3 ||| DYNAMIC_OBJECT 
4	الهام	N	NVE	5	وحي§n-15103	خصوصيت_رواني§n-12725	role_intent	||| ROLE_INTENT 
5	نمود	V	ROOT	0	null	null	role_action	||| JUNK 
6	تا	SUBR	VCL	5	null	null	junk	Arg1 ||| JUNK 
7	به	PREP	NPP	9	null	null	junk	Arg3 ||| JUNK 
8	او	PR	POSDEP	7	null	null	junk	||| JUNK 
9	آسيبي	N	NVE	10	لطمه§n-12444	مشخصه§n-12756	role_state	||| ROLE_INTENT 
10	نرساند	V	VCL	5	آسيب رساندن§v-20940	رخداد§n-13136	dynamic_object_action	||| ROLE_ACTION 
11	.	PUNC	PUNC	5	null	null	junk	||| JUNK 

1	يونس	N	SBJ	14	يونس§n-23943	نفر§n-13075	role	Arg0 Arg0 Arg1 ||| ROLE ROLE ROLE 
2	چند	ADJ	NPREMOD	3	null	null	junk	||| JUNK 
3	روزي	N	ADVRB	14	روز§n-12632	دوره_زماني§n-12603	time	ArgM_EXT ||| TIME 
4	را	UNKNOWN	POSDEP	3	null	null	junk	||| JUNK 
5	در	PREP	ADVRB	14	null	null	junk	ArgM_LOC ||| JUNK 
6	درون	N	POSDEP	5	null	null	junk	||| JUNK 
7	شکم	N	MOZ	6	دل§n-11297	رابطه§n-13628	no	||| STATIC_OBJECT 
8	ماهي	N	MOZ	7	ماهي§n-12744	جانور§n-12239	dynamic_object	||| DYNAMIC_OBJECT 
9	به	PREP	VPP	14	null	null	junk	Arg3 ||| JUNK 
10	اطاعت	N	VPP	14	تمکين§n-12420	رابطه§n-13628	role_intent	Arg3 ||| NO 
11	و	CONJ	NCONJ	10	null	null	junk	||| JUNK 
12	پرستش	N	NCONJ	10	پرستش§n-10683	رخداد§n-13136	role_intent	||| ROLE_INTENT 
13	خداوند	N	MOZ	10	باري تعالي§n-11940	خصوصيت_رواني§n-12725	role	||| ROLE 
14	پرداخت	V	VCONJ	20	پرداختن§v-19365	رخداد§n-13136	role_action	||| ROLE_ACTION 
15	و	CONJ	VCONJ	20	null	null	junk	||| JUNK 
16	به	PREP	NPP	19	null	null	junk	Arg3 ||| JUNK 
17	عظمت	N	NPP	19	فرهي§n-11193	مشخصه§n-12756	role_state	Arg3 ||| ROLE_STATE 
18	ش	PR	MOZ	17	null	null	no	||| ROLE 
19	اعتراف	N	NVE	20	null	null	role_state	||| ROLE_INTENT 
20	کرد	V	PREDEP	21	null	null	junk	||| JUNK 
21	و	CONJ	VCONJ	25	null	null	junk	||| JUNK 
22	متوجه	ADJ	MOS	25	متوجه§a-706	مشخصه§n-12756	role_state	Arg2 ||| ROLE_STATE 
24	خود	PR	MOZ	23	null	null	junk	||| JUNK 
25	شد	V	ROOT	0	null	null	junk	||| JUNK 
26	.	PUNC	PUNC	25	null	null	junk	||| JUNK 

1	خداوند	N	SBJ	7	باري تعالي§n-11940	خصوصيت_رواني§n-12725	role	Arg0 Arg0 ||| ROLE ROLE 
2	نيز	ADV	ADVRB	7	null	null	junk	ArgM_ADV ||| JUNK 
3	توبه	N	OBJ	7	استغفار§n-17529	مشخصه§n-12756	role_intent	Arg1 ||| ROLE_INTENT 
4	اش	PR	MOZ	3	null	null	junk	||| JUNK 
5	را	POSTP	OBJ	7	null	null	junk	Arg1 ||| JUNK 
6	قبول	ADJ	NVE	7	قبول§a-1553	مشخصه§n-12756	no	||| NO 
7	نمود	V	VCONJ	12	قبول کردن§v-7791	رخداد§n-13136	role_action	||| ROLE_ACTION 
roles= 
	[باري تعالي§n-11940= خداوند role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]
	[يونس§n-23943= يونس role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]]
dynamic_objs= [ماهي=  ماهي§n-12744 object_actions=  [] object_states=  []]
static_objs= 
location= null
alternativeLocations= []
time= null
alternativeTimes= [[روز§n-12632=  روزي]]
scene_goals= []
scene_emotions= []]

roal_action= [null=  نمود, پرداختن§v-19365=  پرداخت, قبول کردن§v-7791=  نمود]
roal_states= [لطمه§n-12444=  آسيبي, فرهي§n-11193=  عظمت, null=  اعتراف, متوجه§a-706=  متوجه]
roal_intetns= [وحي§n-15103=  الهام, تمکين§n-12420=  اطاعت, پرستش§n-10683=  پرستش, استغفار§n-17529=  توبه]
roal_emotions= []
dynamic_object_actions= [آسيب رساندن§v-20940=  نرساند]
dynamic_object_states= []
static_object_states= []

newScene*************************************

8	و	CONJ	VCONJ	12	null	null	junk	||| JUNK 
9	به	PREP	VPP	12	null	null	junk	Arg3 ||| JUNK 
10	ماهي	N	VPP	12	ماهي§n-12744	جانور§n-12239	dynamic_object	Arg3 ||| DYNAMIC_OBJECT 
11	الهام	N	NVE	12	وحي§n-15103	خصوصيت_رواني§n-12725	role_intent	||| ROLE_INTENT 
12	کرد	V	ROOT	0	null	null	junk	||| JUNK 
13	تا	SUBR	VCL	12	null	null	junk	Arg1 ||| JUNK 
14	او	PR	PREDEP	15	null	null	junk	||| JUNK 
15	را	POSTP	OBJ	18	null	null	junk	Arg1 Arg1 ||| JUNK JUNK 
16	به	PREP	VPP	18	null	null	junk	Arg4 ||| JUNK 
17	ساحل	N	VPP	18	ساحل§n-16410	جا§n-12733	location	Arg4 ||| LOCATION 
18	ببرد	V	PREDEP	19	بردن§v-7660	رخداد§n-13136	dynamic_object_action	||| ROLE_ACTION 
roles= ]
dynamic_objs= [ماهي=  ماهي§n-12744 object_actions=  [] object_states=  []]
static_objs= 
location= null
alternativeLocations= [[ساحل§n-16410=  ساحل]]
time= null
alternativeTimes= []
scene_goals= []
scene_emotions= []]

roal_action= []
roal_states= []
roal_intetns= [وحي§n-15103=  الهام]
roal_emotions= []
dynamic_object_actions= [بردن§v-7660=  ببرد]
dynamic_object_states= []
static_object_states= []

newScene*************************************

19	و	CONJ	VCONJ	21	null	null	junk	||| JUNK 
20	رها	ADJ	MOS	21	ول§a-1594	مشخصه§n-12756	role_intent	Arg2 ||| ROLE_STATE 
21	سازد	V	VCL	12	رهاندن§v-16679	رخداد§n-13136	dynamic_object_action	||| ROLE_ACTION 
22	پس	SUBR	AJUCL	21	null	null	junk	ArgM_DIS ||| JUNK 
23	ماهي	N	SBJ	26	ماهي§n-12744	جانور§n-12239	dynamic_object	Arg0 ||| DYNAMIC_OBJECT 
24	نيز	ADV	ADVRB	26	null	null	junk	ArgM_ADV ||| JUNK 
25	چنان	PR	OBJ	26	null	null	junk	Arg1 ||| JUNK 
26	کرد	V	PRD	22	null	null	junk	||| JUNK 
27	.	PUNC	PUNC	12	null	null	junk	||| JUNK 

1	يونس	N	SBJ	11	يونس§n-23943	نفر§n-13075	role	Arg1 Arg0 ||| ROLE ROLE 
2	با	PREP	ADVRB	11	null	null	junk	ArgM_MNR ||| JUNK 
3	حالي	N	ADVRB	11	احوال§n-13606	مشخصه§n-12756	no	ArgM_MNR ||| NO 
4	گرفته	ADJ	NPOSTMOD	3	null	null	junk	||| JUNK 
5	و	CONJ	AJCONJ	4	null	null	junk	||| JUNK 
6	بيمار	ADJ	AJCONJ	4	بيمار§a-91	مشخصه§n-12756	role_state	||| ROLE_STATE 
7	از	PREP	ADVRB	11	null	null	junk	ArgM_LOC ||| JUNK 
8	شکم	N	ADVRB	11	دل§n-11297	رابطه§n-13628	no	ArgM_LOC ||| NO 
9	ماهي	N	MOZ	8	ماهي§n-12744	جانور§n-12239	dynamic_object	||| DYNAMIC_OBJECT 
10	خارج	ADJ	MOS	11	برون§n-11860	جا§n-12733	location	Arg2 ||| NO 
11	شد	V	PREDEP	12	null	null	junk	||| JUNK 
12	و	CONJ	VCONJ	27	null	null	junk	||| JUNK 
13	در	PREP	ADVRB	27	null	null	junk	ArgM_LOC ||| JUNK 
14	کنار	N	POSDEP	13	null	null	junk	||| JUNK 
15	ساحل	N	MOZ	14	ساحل§n-16410	جا§n-12733	location	||| LOCATION 
16	به	PREP	NPP	26	null	null	junk	Arg3 ||| JUNK 
17	سايه	N	NPP	26	سايه§n-14341	مشخصه§n-12756	no	Arg3 ||| LOCATION 
18	گياه	N	MOZ	17	گياه§n-12700	جان_دار§n-10393	static_object	||| STATIC_OBJECT 
19	کدوبني	N	MOZ	18	null	null	no	||| STATIC_OBJECT 
20	(	PUNC	PUNC	21	null	null	junk	||| JUNK 
21	گياهي	N	POSDEP	19	گياه§n-12700	جان_دار§n-10393	static_object	||| NO 
22	از	PREP	NPP	21	null	null	junk	||| JUNK 
23	قسم	N	NPP	21	صورت§n-11379	خصوصيت_رواني§n-12725	no	||| NO 
24	کدو	N	MOZ	23	null	null	static_object	||| NO 
25	)	PUNC	PUNC	21	null	null	junk	||| JUNK 
26	تکيه	N	NVE	27	اعتماد§n-13802	مشخصه§n-12756	role_state	||| ROLE_INTENT 
27	زد	V	ROOT	0	لم دادن§v-8155	رخداد§n-13136	role_action	||| ROLE_ACTION 
28	،	PUNC	PUNC	27	null	null	junk	||| JUNK 

1	او	PR	SBJ	5	null	null	junk	Arg0 Arg0 ||| JUNK JUNK 
2	همواره	ADV	ADVRB	5	null	null	junk	ArgM_ADV ||| JUNK 
3	ذکر	N	OBJ	5	ذکر§n-14656	خصوصيت_رواني§n-12725	role_intent	Arg1 ||| NO 
4	خدا	N	MOZ	3	باري تعالي§n-11940	خصوصيت_رواني§n-12725	no	||| NO 
5	مي‌گفت	V	ROOT	0	ايراد کردن§v-9365	رخداد§n-13136	role_action	||| ROLE_ACTION 
6	تا	SUBR	AJUCL	5	null	null	junk	ArgM_TMP ||| JUNK 
7	سلامتي	N	OBJ	10	سلامت§n-14056	مشخصه§n-12756	role_state	Arg1 ||| ROLE_STATE 
8	خود	PR	MOZ	7	null	null	junk	||| JUNK 
9	را	POSTP	OBJ	10	null	null	junk	Arg1 ||| JUNK 
10	بازيافت	V	AJUCL	5	باز يافتن§v-16266	رخداد§n-13136	role_action	||| ROLE_ACTION 
11	.	PUNC	PUNC	5	null	null	junk	||| JUNK 

1	در	PREP	ADVRB	8	null	null	junk	ArgM_TMP ||| JUNK 
2	اين	ADJ	NPREMOD	3	null	null	junk	||| JUNK 
3	هنگام	N	ADVRB	8	موقع§n-12614	دوره_زماني§n-12603	time	ArgM_TMP ||| TIME 
4	يونس	N	SBJ	8	يونس§n-23943	نفر§n-13075	role	Arg1 Arg0 ||| ROLE ROLE 
5	متوجه	ADJ	MOS	8	متوجه§a-706	مشخصه§n-12756	role_state	Arg2 ||| ROLE_STATE 
6	خطاي	N	NEZ	5	ذنب§n-10598	رخداد§n-13136	role_state	||| ROLE_INTENT 
7	خود	PR	MOZ	6	null	null	junk	||| JUNK 
8	شد	V	PREDEP	9	null	null	junk	||| JUNK 
9	و	CONJ	VCONJ	17	null	null	junk	||| JUNK 
10	از	PREP	NPP	13	null	null	junk	Arg3 ||| JUNK 
11	درگاه	N	NPP	13	درگاه§n-10373	شيء§n-12703	no	Arg3 ||| STATIC_OBJECT 
12	الهي	ADJ	NPOSTMOD	11	رباني§a-2083	مشخصه§n-12756	role	||| ROLE_STATE 
13	تقاضاي	N	NVE	17	خواهش§n-13129	خبر§n-12766	role_state	||| NO 
14	عفو	N	MOZ	13	گذشت§n-14958	رخداد§n-13136	role_intent	Arg1 ||| ROLE_INTENT 
15	و	CONJ	NCONJ	14	null	null	junk	||| JUNK 
16	بخشش	N	NCONJ	14	گذشت§n-14958	رخداد§n-13136	role_intent	||| ROLE_INTENT 
17	نمود	V	ROOT	0	تقاضا داشتن§v-19252	رخداد§n-13136	role_action	||| ROLE_ACTION 
18	.	PUNC	PUNC	17	null	null	junk	||| JUNK 
roles= 
	[يونس§n-23943= يونس role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]
	[رباني§a-2083= الهي role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]]
dynamic_objs= [ماهي=  ماهي§n-12744 object_actions=  [] object_states=  []]
static_objs= [گياه=  گياه§n-12700 object_states=  []][گياهي=  گياه§n-12700 object_states=  []][کدو=  null object_states=  []]
location= null
alternativeLocations= [[برون§n-11860=  خارج], [ساحل§n-16410=  ساحل]]
time= null
alternativeTimes= [[موقع§n-12614=  هنگام]]
scene_goals= []
scene_emotions= []]

roal_action= [لم دادن§v-8155=  زد, ايراد کردن§v-9365=  مي‌گفت, باز يافتن§v-16266=  بازيافت, تقاضا داشتن§v-19252=  نمود]
roal_states= [بيمار§a-91=  بيمار, اعتماد§n-13802=  تکيه, سلامت§n-14056=  سلامتي, متوجه§a-706=  متوجه, ذنب§n-10598=  خطاي, خواهش§n-13129=  تقاضاي]
roal_intetns= [ول§a-1594=  رها, ذکر§n-14656=  ذکر, گذشت§n-14958=  عفو, گذشت§n-14958=  بخشش]
roal_emotions= []
dynamic_object_actions= [رهاندن§v-16679=  سازد]
dynamic_object_states= []
static_object_states= []

newScene*************************************

1	سپس	SUBR	ROOT	0	null	null	junk	ArgM_DIS ||| JUNK 
2	به	PREP	NPP	5	null	null	junk	Arg4 ||| JUNK 
3	سمت	N	NPP	5	جانب§n-10268	جا§n-12733	no	Arg4 ||| LOCATION 
4	نينوا	N	MOZ	3	null	null	location	||| NO 
5	حرکت	N	NVE	6	حرکت§n-15937	رخداد§n-13136	role_intent	||| ROLE_INTENT 
6	کرد	V	PRD	1	null	null	junk	||| JUNK 
7	.	PUNC	PUNC	6	null	null	junk	||| JUNK 
roles= ]
dynamic_objs= 
static_objs= 
location= null
alternativeLocations= [[null=  نينوا]]
time= null
alternativeTimes= []
scene_goals= []
scene_emotions= []]

roal_action= []
roal_states= []
roal_intetns= [حرکت§n-15937=  حرکت]
roal_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene*************************************

1	اما	CONJ	VCONJ	5	null	null	junk	ArgM_DIS ||| JUNK 
2	گوسفندي	N	SBJ	5	گوسفند§n-10819	جانور§n-12239	dynamic_object	Arg0 Arg0 ||| DYNAMIC_OBJECT DYNAMIC_OBJECT 
3	به	PREP	VPRT	5	null	null	junk	||| JUNK 
4	زبان	N	VPRT	5	سخن§n-12982	خصوصيت_رواني§n-12725	role_state	||| NO 
5	آمد	V	PREDEP	6	null	null	junk	||| JUNK 
6	و	CONJ	VCONJ	8	null	null	junk	||| JUNK 
7	گواهي	N	NVE	8	گواهي§n-14086	خصوصيت_رواني§n-12725	dynamic_object_state	||| ROLE_INTENT 
8	داد	V	ROOT	0	null	null	junk	||| JUNK 
9	که	SUBR	VCL	8	null	null	junk	Arg1 ||| JUNK 
10	آن	ADJ	NPREMOD	11	null	null	junk	||| JUNK 
11	مرد	N	SBJ	13	يارو§n-11975	نفر§n-13075	role	Arg1 ||| ROLE 
12	يونس	N	MOS	13	يونس§n-23943	نفر§n-13075	role	Arg2 ||| ROLE 
13	است	V	PRD	9	null	null	junk	||| JUNK 
14	.	PUNC	PUNC	8	null	null	junk	||| JUNK 

1	چوپان	N	SBJ	3	چوپان§n-20049	نفر§n-13075	role	Arg1 ||| ROLE 
2	متقاعد	ADJ	MOS	3	متقاعد§a-576	مشخصه§n-12756	role_state	Arg2 ||| ROLE_STATE 
3	شد	V	ROOT	0	null	null	junk	||| JUNK 
4	که	SUBR	ACL	2	null	null	junk	||| JUNK 
5	اين	ADJ	NPREMOD	6	null	null	junk	||| JUNK 
6	مرد	N	SBJ	8	يارو§n-11975	نفر§n-13075	role_state	Arg1 ||| ROLE 
7	يونس	N	MOS	8	يونس§n-23943	نفر§n-13075	role	Arg2 ||| ROLE 
8	است	V	PRD	4	null	null	junk	||| JUNK 
9	،	PUNC	PUNC	3	null	null	junk	||| JUNK 
roles= 
	[يارو§n-11975= مرد role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]
	[يونس§n-23943= يونس role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]
	[چوپان§n-20049= چوپان role_actions=  [] role_intents=    [] role_emotions= [] role_state=    []]]
dynamic_objs= [گوسفندي=  گوسفند§n-10819 object_actions=  [] object_states=  []]
static_objs= 
location= null
alternativeLocations= []
time= null
alternativeTimes= []
scene_goals= []
scene_emotions= []]

roal_action= []
roal_states= [سخن§n-12982=  زبان, متقاعد§a-576=  متقاعد, يارو§n-11975=  مرد]
roal_intetns= []
roal_emotions= []
dynamic_object_actions= []
dynamic_object_states= [گواهي§n-14086=  گواهي]
static_object_states= []

newScene*************************************

1	سريع	ADV	ADVRB	4	اکسپرس§a-18373	مشخصه§n-12756	role_state	ArgM_MNR ||| ROLE_STATE 
2	وارد	ADJ	MOS	4	null	null	no	Arg2 ||| NO 
3	شهر	N	NEZ	2	شهر§n-10272	جا§n-12733	location	||| LOCATION 
4	شد	V	PREDEP	5	null	null	junk	||| JUNK 
roles= ]
dynamic_objs= 
static_objs= 
location= null
alternativeLocations= [[شهر§n-10272=  شهر]]
time= null
alternativeTimes= []
scene_goals= []
scene_emotions= []]

roal_action= []
roal_states= [اکسپرس§a-18373=  سريع]
roal_intetns= []
roal_emotions= []
dynamic_object_actions= []
dynamic_object_states= []
static_object_states= []

newScene*************************************

5	و	CONJ	VCONJ	12	null	null	junk	||| JUNK 
6	خبر	N	OBJ	12	خبر§n-12766	خبر§n-12766	no	Arg1 ||| NO 
7	آمدن	N	MOZ	6	آمدن§v-7847	رخداد§n-13136	role_action	||| ROLE_STATE 
8	ش	PR	MOZ	7	يونس§n-23943	نفر§n-13075	role	||| ROLE 
9	را	POSTP	OBJ	12	null	null	junk	Arg1 ||| JUNK 
10	به	PREP	VPP	12	null	null	junk	Arg3 ||| JUNK 
11	مردم	N	POSDEP	10	null	null	junk	||| JUNK 
12	داد	V	ROOT	0	null	null	junk	||| JUNK 
13	.	PUNC	PUNC	12	null	null	junk	||| JUNK 

1	مردم	N	SBJ	13	null	null	junk	Arg0 Arg0 Arg0 Arg0 ||| JUNK JUNK JUNK JUNK 
2	که	SUBR	NCL	1	null	null	junk	||| JUNK 
3	هرگز	ADV	ADVRB	8	null	null	junk	ArgM_NEG ||| JUNK 
4	چنين	N	PREDEP	6	null	null	junk	||| JUNK 
5	خبري	N	MOZ	4	خبر§n-12766	خبر§n-12766	no	||| ROLE_STATE 
6	را	POSTP	OBJ	8	null	null	junk	Arg1 ||| JUNK 
7	باور	N	NVE	8	اعتقاد§n-13034	خصوصيت_رواني§n-12725	role_state	||| ROLE_INTENT 
8	نمي‌کردند	V	PRD	2	باور کردن§v-9412	رخداد§n-13136	role_action	||| ROLE_ACTION 
9	،	PUNC	PUNC	8	null	null	junk	||| JUNK 
10	چوپان	N	OBJ	13	چوپان§n-20049	نفر§n-13075	role	Arg1 ||| ROLE 
11	را	POSTP	OBJ	13	null	null	junk	Arg1 ||| JUNK 
12	دستگير	ADJ	NVE	13	دستگير§n-16325	مشخصه§n-12756	role_intent	||| ROLE_STATE 
13	کرده	V	PREDEP	14	null	null	junk	||| JUNK 
14	و	CONJ	VCONJ	16	null	null	junk	||| JUNK 
15	تصميم	N	NVE	16	تصميم§n-11378	خصوصيت_رواني§n-12725	role_intent	||| ROLE_INTENT 
16	گرفتند	V	ROOT	0	null	null	junk	||| JUNK 
17	تا	SUBR	VCL	16	null	null	junk	Arg3 ||| JUNK 
18	او	PR	PREDEP	19	null	null	junk	||| JUNK 
19	را	POSTP	OBJ	20	null	null	junk	Arg1 ||| JUNK 
20	بزنند	V	VCL	16	زدن§v-8659	رخداد§n-13136	role_action	||| ROLE_ACTION 
21	،	PUNC	PUNC	16	null	null	junk	||| JUNK 

1	اما	CONJ	VCONJ	5	null	null	junk	ArgM_DIS ||| JUNK 
2	چوپان	N	SBJ	5	چوپان§n-20049	نفر§n-13075	role	Arg0 ||| ROLE 
3	به	PREP	VPP	5	null	null	junk	Arg3 ||| JUNK 
4	آن‌ها	PR	VPP	5	null	null	role	Arg3 ||| ROLE 
5	گفت	V	ROOT	0	null	null	junk	||| JUNK 
6	که	SUBR	VCL	5	null	null	junk	Arg1 ||| JUNK 
7	من	PR	SBJ	13	null	null	junk	Arg0 ||| JUNK 
8	براي	PREP	NPP	12	null	null	junk	||| JUNK 
